protein_idx	protein_id	uniprot_accession	gene_symbol	status
19560	uniprot:A0A024AXB9	A0A024AXB9	NS3	uniprot_direct
19561	uniprot:Q9NRA0	Q9NRA0	SPHK2	uniprot_direct
19562	uniprot:Q9NRA2	Q9NRA2	SLC17A5	uniprot_direct
19563	uniprot:Q9NRC8	Q9NRC8	SIRT7	uniprot_direct
19564	uniprot:Q9NRD8	Q9NRD8	DUOX2	uniprot_direct
19565	uniprot:Q9NRD9	Q9NRD9	DUOX1	uniprot_direct
19566	uniprot:Q9NRE1	Q9NRE1	MMP26	uniprot_direct
19567	uniprot:Q9NRF8	Q9NRF8	CTPS2	uniprot_direct
19568	uniprot:Q9NRG4	Q9NRG4	SMYD2	uniprot_direct
19569	uniprot:Q9NRM0	Q9NRM0	SLC2A9	uniprot_direct
19570	uniprot:Q9NRR2	Q9NRR2	TPSG1	uniprot_direct
19571	uniprot:Q9NRS4	Q9NRS4	TMPRSS4	uniprot_direct
19572	uniprot:Q9NRW4	Q9NRW4	DUSP22	uniprot_direct
19573	uniprot:Q9NRX4	Q9NRX4	PHPT1	uniprot_direct
19574	uniprot:Q9NS75	Q9NS75	CYSLTR2	uniprot_direct
19575	uniprot:Q9NS86	Q9NS86	LANCL2	uniprot_direct
19576	uniprot:Q9NSA0	Q9NSA0	SLC22A11	uniprot_direct
19577	uniprot:Q9NSD5	Q9NSD5	SLC6A13	uniprot_direct
19578	uniprot:Q9NSD7	Q9NSD7	RXFP3	uniprot_direct
19579	uniprot:Q9NSU2	Q9NSU2	TREX1	uniprot_direct
19580	uniprot:Q9NTG7	Q9NTG7	SIRT3	uniprot_direct
19581	uniprot:Q9NUW8	Q9NUW8	TDP1	uniprot_direct
19582	uniprot:Q9NVM4	Q9NVM4	PRMT7	uniprot_direct
19583	uniprot:Q9NVV5	Q9NVV5	AIG1	uniprot_direct
19584	uniprot:Q9NWM0	Q9NWM0	SMOX	uniprot_direct
19585	uniprot:Q9NWT6	Q9NWT6	HIF1AN	uniprot_direct
19586	uniprot:Q9NWW9	Q9NWW9	PLAAT2	uniprot_direct
19587	uniprot:Q9NWZ3	Q9NWZ3	IRAK4	uniprot_direct
19588	uniprot:Q9NXA8	Q9NXA8	SIRT5	uniprot_direct
19589	uniprot:Q9NXG6	Q9NXG6	P4HTM	uniprot_direct
19590	uniprot:O75874	O75874	IDH1	uniprot_direct
19591	uniprot:Q9NXS2	Q9NXS2	QPCTL	uniprot_direct
19592	uniprot:Q9NY33	Q9NY33	DPP3	uniprot_direct
19593	uniprot:Q9NY46	Q9NY46	SCN3A	uniprot_direct
19594	uniprot:Q9NY57	Q9NY57	STK32B	uniprot_direct
19595	uniprot:Q9NY59	Q9NY59	SMPD3	uniprot_direct
19596	uniprot:Q9NY64	Q9NY64	SLC2A8	uniprot_direct
19597	uniprot:Q9NY65	Q9NY65	TUBA8	uniprot_direct
19598	uniprot:Q9NY91	Q9NY91	SLC5A4	uniprot_direct
19599	uniprot:Q9NYA1	Q9NYA1	SPHK1	uniprot_direct
19600	uniprot:Q9NYK1	Q9NYK1	TLR7	uniprot_direct
19601	uniprot:Q9NYL2	Q9NYL2	MAP3K20	uniprot_direct
19602	uniprot:Q9NYW2	Q9NYW2	TAS2R8	uniprot_direct
19603	uniprot:Q9NYQ3	Q9NYQ3	HAO2	uniprot_direct
19604	uniprot:Q9NYV8	Q9NYV8	TAS2R14	uniprot_direct
19605	uniprot:Q9NYY3	Q9NYY3	PLK2	uniprot_direct
19606	uniprot:Q9NZ08	Q9NZ08	ERAP1	uniprot_direct
19607	uniprot:Q9NZ20	Q9NZ20	PLA2G3	uniprot_direct
19608	uniprot:Q9NZ45	Q9NZ45	CISD1	uniprot_direct
19609	uniprot:Q9NZK7	Q9NZK7	PLA2G2E	uniprot_direct
19610	uniprot:Q9NZQ7	Q9NZQ7	CD274	uniprot_direct
19611	uniprot:Q9NZQ8	Q9NZQ8	TRPM5	uniprot_direct
19612	uniprot:Q9P0G3	Q9P0G3	KLK14	uniprot_direct
19613	uniprot:Q9P0L2	Q9P0L2	MARK1	uniprot_direct
19614	uniprot:Q9P1W9	Q9P1W9	PIM2	uniprot_direct
19615	uniprot:Q9P289	Q9P289	STK26	uniprot_direct
19616	uniprot:Q9P2J5	Q9P2J5	LARS1	uniprot_direct
19617	uniprot:Q9P2K8	Q9P2K8	EIF2AK4	uniprot_direct
19618	uniprot:Q9QNF7	Q9QNF7	TK	uniprot_direct
19619	uniprot:Q9QUK6	Q9QUK6	Tlr4	uniprot_direct
19620	uniprot:Q9QUL3	Q9QUL3	Pla2g2e	uniprot_direct
19621	uniprot:Q9QUN7	Q9QUN7	Tlr2	uniprot_direct
19622	uniprot:Q9QUQ5	Q9QUQ5	Trpc4	uniprot_direct
19623	uniprot:Q9QUR6	Q9QUR6	Prep	uniprot_direct
19624	uniprot:Q9QVP9	Q9QVP9	Ptk2b	uniprot_direct
19625	uniprot:Q9QWJ9	Q9QWJ9	Nrp1	uniprot_direct
19626	uniprot:Q9QX29	Q9QX29	Trpc5	uniprot_direct
19627	uniprot:Q9QXD6	Q9QXD6	Fbp1	uniprot_direct
19628	uniprot:Q9QXI6	Q9QXI6	Slc5a1	uniprot_direct
19629	uniprot:Q9QXM0	Q9QXM0	Abhd2	uniprot_direct
19630	uniprot:Q9QXX3	Q9QXX3	Pla2g10	uniprot_direct
19631	uniprot:Q9QY96	Q9QY96	Casr	uniprot_direct
19632	uniprot:Q9QYJ6	Q9QYJ6	Pde10a	uniprot_direct
19633	uniprot:Q9P8Q7	Q9P8Q7	ICL1	uniprot_direct
19634	uniprot:Q9P8R0	Q9P8R0	CYP51	uniprot_direct
19635	uniprot:Q9PPP5	Q9PPP5	tdk	uniprot_direct
19636	uniprot:Q9R0C9	Q9R0C9	Sigmar1	uniprot_direct
19637	uniprot:Q9R1E6	Q9R1E6	Enpp2	uniprot_direct
19638	uniprot:Q9R1M7	Q9R1M7	Grin3a	uniprot_direct
19639	uniprot:Q9R1U7	Q9R1U7	Slc22a8	uniprot_direct
19640	uniprot:Q9RDT3	Q9RDT3	walK	uniprot_direct
19641	uniprot:Q9S446	Q9S446	srtA	uniprot_direct
19642	uniprot:Q9SEH8	Q9SEH8	Man1	uniprot_direct
19643	uniprot:Q9SMJ3	Q9SMJ3	ZDS	uniprot_direct
19644	uniprot:Q9SPL6	Q9SPL6	PPX1	uniprot_direct
19645	uniprot:Q9TSZ1	Q9TSZ1	REN	uniprot_direct
19646	uniprot:Q9TVW2	Q9TVW2	AK	uniprot_direct
19647	uniprot:Q9R0N0	Q9R0N0	Galk1	uniprot_direct
19648	uniprot:Q9R0P9	Q9R0P9	Uchl1	uniprot_direct
19649	uniprot:Q9R0W2	Q9R0W2	Slc22a2	uniprot_direct
19650	uniprot:Q9R117	Q9R117	Tyk2	uniprot_direct
19651	uniprot:Q9R141	Q9R141	Slc22a4	uniprot_direct
19652	uniprot:Q9R155	Q9R155	Slc26a4	uniprot_direct
19653	uniprot:Q9QYN8	Q9QYN8	Hrh3	uniprot_direct
19654	uniprot:Q9QZN9	Q9QZN9	Cnr2	uniprot_direct
19655	uniprot:Q9QZT4	Q9QZT4	Pla2g2f	uniprot_direct
19656	uniprot:Q9QZX7	Q9QZX7	Srr	uniprot_direct
19657	uniprot:Q9U638	Q9U638	shmt	uniprot_direct
19658	uniprot:Q9UBC3	Q9UBC3	DNMT3B	uniprot_direct
19659	uniprot:Q9UBE0	Q9UBE0	SAE1	uniprot_direct
19660	uniprot:Q9UBE8	Q9UBE8	NLK	uniprot_direct
19661	uniprot:Q9UBF8	Q9UBF8	PI4KB	uniprot_direct
19662	uniprot:Q9UBL9	Q9UBL9	P2RX2	uniprot_direct
19663	uniprot:Q9UBM7	Q9UBM7	DHCR7	uniprot_direct
19664	uniprot:Q9UBN7	Q9UBN7	HDAC6	uniprot_direct
19665	uniprot:Q9UBP0	Q9UBP0	SPAST	uniprot_direct
19666	uniprot:Q9UBR2	Q9UBR2	CTSZ	uniprot_direct
19667	uniprot:Q9UBS0	Q9UBS0	RPS6KB2	uniprot_direct
19668	uniprot:Q9UBT2	Q9UBT2	UBA2	uniprot_direct
19669	uniprot:Q9UBT6	Q9UBT6	POLK	uniprot_direct
19670	uniprot:Q9UBX1	Q9UBX1	CTSF	uniprot_direct
19671	uniprot:Q9UBY5	Q9UBY5	LPAR3	uniprot_direct
19672	uniprot:Q9UDY8	Q9UDY8	MALT1	uniprot_direct
19673	uniprot:Q9UEE5	Q9UEE5	STK17A	uniprot_direct
19674	uniprot:Q9UEW8	Q9UEW8	STK39	uniprot_direct
19675	uniprot:Q9UF33	Q9UF33	EPHA6	uniprot_direct
19676	uniprot:Q9UGL1	Q9UGL1	KDM5B	uniprot_direct
19677	uniprot:Q9UGN5	Q9UGN5	PARP2	uniprot_direct
19678	uniprot:Q9UGP5	Q9UGP5	POLL	uniprot_direct
19679	uniprot:Q9UHC3	Q9UHC3	ASIC3	uniprot_direct
19680	uniprot:Q9UHC9	Q9UHC9	NPC1L1	uniprot_direct
19681	uniprot:Q9UHD2	Q9UHD2	TBK1	uniprot_direct
19682	uniprot:Q9UHH9	Q9UHH9	IP6K2	uniprot_direct
19683	uniprot:Q9UHI5	Q9UHI5	SLC7A8	uniprot_direct
19684	uniprot:Q9UHI8	Q9UHI8	ADAMTS1	uniprot_direct
19685	uniprot:Q9UHL4	Q9UHL4	DPP7	uniprot_direct
19686	uniprot:Q9UHP3	Q9UHP3	USP25	uniprot_direct
19687	uniprot:Q9UI32	Q9UI32	GLS2	uniprot_direct
19688	uniprot:Q9UIJ5	Q9UIJ5	ZDHHC2	uniprot_direct
19689	uniprot:Q9UIK4	Q9UIK4	DAPK2	uniprot_direct
19690	uniprot:Q9UIQ6	Q9UIQ6	LNPEP	uniprot_direct
19691	uniprot:Q9UIV1	Q9UIV1	CNOT7	uniprot_direct
19692	uniprot:Q9UJM8	Q9UJM8	HAO1	uniprot_direct
19693	uniprot:Q9UK32	Q9UK32	RPS6KA6	uniprot_direct
19694	uniprot:Q9UK73	Q9UK73	FEM1B	uniprot_direct
19695	uniprot:Q9UK80	Q9UK80	USP21	uniprot_direct
19696	uniprot:Q9UKE5	Q9UKE5	TNIK	uniprot_direct
19697	uniprot:Q9UKI8	Q9UKI8	TLK1	uniprot_direct
19698	uniprot:Q9UKK3	Q9UKK3	PARP4	uniprot_direct
19699	uniprot:Q9UKL6	Q9UKL6	PCTP	uniprot_direct
19700	uniprot:Q9UKP5	Q9UKP5	ADAMTS6	uniprot_direct
19701	uniprot:Q9UKP6	Q9UKP6	UTS2R	uniprot_direct
19702	uniprot:Q9UKU0	Q9UKU0	ACSL6	uniprot_direct
19703	uniprot:Q9UKV0	Q9UKV0	HDAC9	uniprot_direct
19704	uniprot:Q9UL19	Q9UL19	PLAAT4	uniprot_direct
19705	uniprot:Q9UL54	Q9UL54	TAOK2	uniprot_direct
19706	uniprot:Q9UL62	Q9UL62	TRPC5	uniprot_direct
19707	uniprot:Q9ULC4	Q9ULC4	MCTS1	uniprot_direct
19708	uniprot:Q9ULC6	Q9ULC6	PADI1	uniprot_direct
19709	uniprot:Q9ULD4	Q9ULD4	BRPF3	uniprot_direct
19710	uniprot:Q9ULW8	Q9ULW8	PADI3	uniprot_direct
19711	uniprot:Q9ULX7	Q9ULX7	CA14	uniprot_direct
19712	uniprot:Q9ULZ9	Q9ULZ9	MMP17	uniprot_direct
19713	uniprot:Q9UM07	Q9UM07	PADI4	uniprot_direct
19714	uniprot:Q9UKX2	Q9UKX2	MYH2	uniprot_direct
19715	uniprot:Q9UM73	Q9UM73	ALK	uniprot_direct
19716	uniprot:Q9UNA0	Q9UNA0	ADAMTS5	uniprot_direct
19717	uniprot:Q9UNI1	Q9UNI1	CELA1	uniprot_direct
19718	uniprot:Q9UNK4	Q9UNK4	PLA2G2D	uniprot_direct
19719	uniprot:Q9UNQ0	Q9UNQ0	ABCG2	uniprot_direct
19720	uniprot:Q9UNU6	Q9UNU6	CYP8B1	uniprot_direct
19721	uniprot:Q9UP65	Q9UP65	PLA2G4C	uniprot_direct
19722	uniprot:Q9UPE1	Q9UPE1	SRPK3	uniprot_direct
19723	uniprot:Q9UPY5	Q9UPY5	SLC7A11	uniprot_direct
19724	uniprot:Q9UQ49	Q9UQ49	NEU3	uniprot_direct
19725	uniprot:Q9UQ88	Q9UQ88	CDK11A	uniprot_direct
19726	uniprot:Q9UQB9	Q9UQB9	AURKC	uniprot_direct
19727	uniprot:Q9UQD0	Q9UQD0	SCN8A	uniprot_direct
19728	uniprot:O75884	O75884	RBBP9	uniprot_direct
19729	uniprot:O75907	O75907	DGAT1	uniprot_direct
19730	uniprot:Q9UQL6	Q9UQL6	HDAC5	uniprot_direct
19731	uniprot:Q9UQM7	Q9UQM7	CAMK2A	uniprot_direct
19732	uniprot:Q9URB4	Q9URB4	FBA1	uniprot_direct
19733	uniprot:Q9UUP5	Q9UUP5	DHFR	uniprot_direct
19734	uniprot:Q9UVX3	Q9UVX3	nmt1	uniprot_direct
19735	uniprot:Q9W6Q1	Q9W6Q1	NHE1	uniprot_direct
19736	uniprot:Q9WTR1	Q9WTR1	Trpv2	uniprot_direct
19737	uniprot:Q9WTR4	Q9WTR4	Slc6a2	uniprot_direct
19738	uniprot:Q9WTU6	Q9WTU6	Mapk9	uniprot_direct
19739	uniprot:Q9WU19	Q9WU19	Hao1	uniprot_direct
19740	uniprot:Q9WUD2	Q9WUD2	Trpv2	uniprot_direct
19741	uniprot:Q9WUD9	Q9WUD9	Src	uniprot_direct
19742	uniprot:Q9WUI1	Q9WUI1	Mapk11	uniprot_direct
19743	uniprot:Q9WUN2	Q9WUN2	Tbk1	uniprot_direct
19744	uniprot:Q9WUT3	Q9WUT3	Rps6ka2	uniprot_direct
19745	uniprot:Q9WV26	Q9WV26	AGTR1	uniprot_direct
19746	uniprot:Q9WVG6	Q9WVG6	Carm1	uniprot_direct
19747	uniprot:Q9X688	Q9X688	cckA	uniprot_direct
19748	uniprot:Q9XAY4	Q9XAY4	blaVIM	uniprot_direct
19749	uniprot:Q9XDB3	Q9XDB3	pbpF	uniprot_direct
19750	uniprot:Q9XFS9	Q9XFS9	DXR	uniprot_direct
19751	uniprot:Q9XQA6	Q9XQA6	psbA	uniprot_direct
19752	uniprot:Q9XTA2	Q9XTA2	PREP	uniprot_direct
19753	uniprot:Q9XYC7	Q9XYC7	HDAC1	uniprot_direct
19754	uniprot:Q9XZT6	Q9XZT6	dnk	uniprot_direct
19755	uniprot:Q9Y210	Q9Y210	TRPC6	uniprot_direct
19756	uniprot:Q9Y231	Q9Y231	FUT9	uniprot_direct
19757	uniprot:Q9Y233	Q9Y233	PDE10A	uniprot_direct
19758	uniprot:Q9WV60	Q9WV60	Gsk3b	uniprot_direct
19759	uniprot:Q9WVC6	Q9WVC6	Sgk1	uniprot_direct
19760	uniprot:Q9WVC8	Q9WVC8	Slc26a3	uniprot_direct
19761	uniprot:Q9WVF6	Q9WVF6	Pla2g2d	uniprot_direct
19762	uniprot:Q9WVG5	Q9WVG5	Lipg	uniprot_direct
19763	uniprot:Q9Y239	Q9Y239	NOD1	uniprot_direct
19764	uniprot:Q9Y243	Q9Y243	AKT3	uniprot_direct
19765	uniprot:Q9Y251	Q9Y251	HPSE	uniprot_direct
19766	uniprot:Q9Y2K7	Q9Y2K7	KDM2A	uniprot_direct
19767	uniprot:Q9Y2Q3	Q9Y2Q3	GSTK1	uniprot_direct
19768	uniprot:Q9Y2T3	Q9Y2T3	GDA	uniprot_direct
19769	uniprot:Q9Y2T5	Q9Y2T5	GPR52	uniprot_direct
19770	uniprot:Q9Y2T6	Q9Y2T6	GPR55	uniprot_direct
19771	uniprot:Q9Y256	Q9Y256	RCE1	uniprot_direct
19772	uniprot:Q9Y259	Q9Y259	CHKB	uniprot_direct
19773	uniprot:Q9Y271	Q9Y271	CYSLTR1	uniprot_direct
19774	uniprot:Q9Y286	Q9Y286	SIGLEC7	uniprot_direct
19775	uniprot:Q9Y294	Q9Y294	ASF1A	uniprot_direct
19776	uniprot:Q9Y2C9	Q9Y2C9	TLR6	uniprot_direct
19777	uniprot:Q9Y2E5	Q9Y2E5	MAN2B2	uniprot_direct
19778	uniprot:Q9Y2H1	Q9Y2H1	STK38L	uniprot_direct
19779	uniprot:Q9Y2J8	Q9Y2J8	PADI2	uniprot_direct
19780	uniprot:Q9Y2U5	Q9Y2U5	MAP3K2	uniprot_direct
19781	uniprot:Q9Y337	Q9Y337	KLK5	uniprot_direct
19782	uniprot:Q9Y345	Q9Y345	SLC6A5	uniprot_direct
19783	uniprot:Q9Y365	Q9Y365	STARD10	uniprot_direct
19784	uniprot:Q9Y3R4	Q9Y3R4	NEU2	uniprot_direct
19785	uniprot:Q9Y463	Q9Y463	DYRK1B	uniprot_direct
19786	uniprot:Q9Y466	Q9Y466	NR2E1	uniprot_direct
19787	uniprot:Q9Y4C1	Q9Y4C1	KDM3A	uniprot_direct
19788	uniprot:Q9Y4D2	Q9Y4D2	DAGLA	uniprot_direct
19789	uniprot:Q9Y4K0	Q9Y4K0	LOXL2	uniprot_direct
19790	uniprot:Q9Y4K4	Q9Y4K4	MAP4K5	uniprot_direct
19791	uniprot:Q9Y4P1	Q9Y4P1	ATG4B	uniprot_direct
19792	uniprot:Q9Y508	Q9Y508	RNF114	uniprot_direct
19793	uniprot:Q9Y570	Q9Y570	PPME1	uniprot_direct
19794	uniprot:Q9Y572	Q9Y572	RIPK3	uniprot_direct
19795	uniprot:Q9Y5K2	Q9Y5K2	KLK4	uniprot_direct
19796	uniprot:Q9Y5K5	Q9Y5K5	UCHL5	uniprot_direct
19797	uniprot:Q9Y5L3	Q9Y5L3	ENTPD2	uniprot_direct
19798	uniprot:Q9Y5N1	Q9Y5N1	HRH3	uniprot_direct
19799	uniprot:Q9Y5R2	Q9Y5R2	MMP24	uniprot_direct
19800	uniprot:Q9Y5S1	Q9Y5S1	TRPV2	uniprot_direct
19801	uniprot:Q9Y5S2	Q9Y5S2	CDC42BPB	uniprot_direct
19802	uniprot:Q9Y5S8	Q9Y5S8	NOX1	uniprot_direct
19803	uniprot:Q9Y5X4	Q9Y5X4	NR2E3	uniprot_direct
19804	uniprot:Q9Y5X9	Q9Y5X9	LIPG	uniprot_direct
19805	uniprot:Q9Y5Y4	Q9Y5Y4	PTGDR2	uniprot_direct
19806	uniprot:Q9Y5Y6	Q9Y5Y6	ST14	uniprot_direct
19807	uniprot:Q9Y5Y9	Q9Y5Y9	SCN10A	uniprot_direct
19808	uniprot:Q9Y5Z0	Q9Y5Z0	BACE2	uniprot_direct
19809	uniprot:O75908	O75908	SOAT2	uniprot_direct
19810	uniprot:Q9Y616	Q9Y616	IRAK3	uniprot_direct
19811	uniprot:Q9Y657	Q9Y657	SPIN1	uniprot_direct
19812	uniprot:Q9Y698	Q9Y698	CACNG2	uniprot_direct
19813	uniprot:Q9Y6A2	Q9Y6A2	CYP46A1	uniprot_direct
19814	uniprot:Q9Y6E0	Q9Y6E0	STK24	uniprot_direct
19815	uniprot:Q9Y6F1	Q9Y6F1	PARP3	uniprot_direct
19816	uniprot:Q9Y6K0	Q9Y6K0	CEPT1	uniprot_direct
19817	uniprot:O75914	O75914	PAK3	uniprot_direct
19818	uniprot:Q9Y6K1	Q9Y6K1	DNMT3A	uniprot_direct
19819	uniprot:Q9Y6L6	Q9Y6L6	SLCO1B1	uniprot_direct
19820	uniprot:O75936	O75936	BBOX1	uniprot_direct
19821	uniprot:Q9Y6L7	Q9Y6L7	TLL2	uniprot_direct
19822	uniprot:Q9Y6M4	Q9Y6M4	CSNK1G3	uniprot_direct
19823	uniprot:Q9Y6M9	Q9Y6M9	NDUFB9	uniprot_direct
19824	uniprot:Q9Y6N5	Q9Y6N5	SQOR	uniprot_direct
19825	uniprot:Q9Y6T7	Q9Y6T7	DGKB	uniprot_direct
19826	uniprot:O76074	O76074	PDE5A	uniprot_direct
19827	uniprot:Q9YQ12	Q9YQ12	protease	uniprot_direct
19828	uniprot:Q9YQ30	Q9YQ30		uniprot_direct
19829	uniprot:Q9Z0F8	Q9Z0F8	Adam17	uniprot_direct
19830	uniprot:Q9Z0K8	Q9Z0K8	Vnn1	uniprot_direct
19831	uniprot:Q9Z0U4	Q9Z0U4	Gabbr1	uniprot_direct
19832	uniprot:Q9Z0Y2	Q9Z0Y2	Pla2g1b	uniprot_direct
19833	uniprot:Q9Z183	Q9Z183	Padi4	uniprot_direct
19834	uniprot:Q9Z1B7	Q9Z1B7	Mapk13	uniprot_direct
19835	uniprot:Q9Z1J7	Q9Z1J7	Slc1a5	uniprot_direct
19836	uniprot:Q9Z1K9	Q9Z1K9	Adam17	uniprot_direct
19837	uniprot:Q9Z1L0	Q9Z1L0	Pik3cb	uniprot_direct
19838	uniprot:Q9Z1M0	Q9Z1M0	P2rx7	uniprot_direct
19839	uniprot:Q9Z2A7	Q9Z2A7	Dgat1	uniprot_direct
19840	uniprot:Q9Z2J6	Q9Z2J6	Ptgdr2	uniprot_direct
19841	uniprot:Q9Z2V5	Q9Z2V5	Hdac6	uniprot_direct
19842	uniprot:Q9ZB22	Q9ZB22		uniprot_direct
19843	uniprot:Q9ZHC3	Q9ZHC3	murF	uniprot_direct
19844	uniprot:Q9ZLT0	Q9ZLT0	murI	uniprot_direct
19845	uniprot:Q9ZTP8	Q9ZTP8	hd1b	uniprot_direct
19846	uniprot:Q9Z286	Q9Z286	Adcy10	uniprot_direct
19847	uniprot:T1VXA1	T1VXA1	Sirt2	uniprot_direct
19848	uniprot:V5TFZ2	V5TFZ2		uniprot_direct
19849	uniprot:V9GZ37	V9GZ37	HSPA1A	uniprot_direct
19850	uniprot:V9HWB9	V9HWB9	HEL-S-133P	uniprot_direct
19851	uniprot:W7JX98	W7JX98	PKG	uniprot_direct
19852	uniprot:W8T2T2	W8T2T2	ispC	uniprot_direct
19853	uniprot:X5EH84	X5EH84	folK	uniprot_direct
19854	uniprot:O76083	O76083	PDE9A	uniprot_direct
19855	uniprot:O77078	O77078	fabH	uniprot_direct
19856	uniprot:O77344	O77344		uniprot_direct
19857	uniprot:O77636	O77636	ADAM17	uniprot_direct
19858	uniprot:O88410	O88410	Cxcr3	uniprot_direct
19859	uniprot:O88420	O88420	Scn8a	uniprot_direct
19860	uniprot:O88446	O88446	Slc22a3	uniprot_direct
19861	uniprot:O88533	O88533	Ddc	uniprot_direct
19862	uniprot:O88554	O88554	Parp2	uniprot_direct
19863	uniprot:O88634	O88634	F2rl3	uniprot_direct
19864	uniprot:O88643	O88643	Pak1	uniprot_direct
19865	uniprot:O88693	O88693	Ugcg	uniprot_direct
19866	uniprot:O88766	O88766	Mmp8	uniprot_direct
19867	uniprot:O88855	O88855	Ltb4r	uniprot_direct
19868	uniprot:O88867	O88867	Kmo	uniprot_direct
19869	uniprot:O77656	O77656	MMP13	uniprot_direct
19870	uniprot:O77746	O77746	PDE5A	uniprot_direct
19871	uniprot:O77759	O77759	SOAT2	uniprot_direct
19872	uniprot:O77760	O77760	SOAT1	uniprot_direct
19873	uniprot:O77773	O77773	CACNA2D1	uniprot_direct
19874	uniprot:O78749	O78749	MT-CO1	uniprot_direct
19875	uniprot:O80452	O80452	AMPD	uniprot_direct
19876	uniprot:O88275	O88275	Pparg	uniprot_direct
19877	uniprot:O88351	O88351	Ikbkb	uniprot_direct
19878	uniprot:O94768	O94768	STK17B	uniprot_direct
19879	uniprot:O94788	O94788	ALDH1A2	uniprot_direct
19880	uniprot:O88908	O88908	Soat2	uniprot_direct
19881	uniprot:O88909	O88909	Slc22a8	uniprot_direct
19882	uniprot:O88947	O88947	F10	uniprot_direct
19883	uniprot:O89039	O89039	Ackr3	uniprot_direct
19884	uniprot:O89049	O89049	Txnrd1	uniprot_direct
19885	uniprot:O93874	O93874	17HSDcl	uniprot_direct
19886	uniprot:O93875	O93875	ERG3	uniprot_direct
19887	uniprot:O94759	O94759	TRPM2	uniprot_direct
19888	uniprot:O94760	O94760	DDAH1	uniprot_direct
19889	uniprot:O94804	O94804	STK10	uniprot_direct
19890	uniprot:O94806	O94806	PRKD3	uniprot_direct
19891	uniprot:O94921	O94921	CDK14	uniprot_direct
19892	uniprot:O94925	O94925	GLS	uniprot_direct
19893	uniprot:O94953	O94953	KDM4B	uniprot_direct
19894	uniprot:O95069	O95069	KCNK2	uniprot_direct
19895	uniprot:O94956	O94956	SLCO2B1	uniprot_direct
19896	uniprot:O94966	O94966	USP19	uniprot_direct
19897	uniprot:O95050	O95050	INMT	uniprot_direct
19898	uniprot:O95136	O95136	S1PR2	uniprot_direct
19899	uniprot:O95251	O95251	KAT7	uniprot_direct
19900	uniprot:O95263	O95263	PDE8B	uniprot_direct
19901	uniprot:O95271	O95271	TNKS	uniprot_direct
19902	uniprot:O95278	O95278	EPM2A	uniprot_direct
19903	uniprot:O95342	O95342	ABCB11	uniprot_direct
19904	uniprot:O95352	O95352	ATG7	uniprot_direct
19905	uniprot:O95363	O95363	FARS2	uniprot_direct
19906	uniprot:O95372	O95372	LYPLA2	uniprot_direct
19907	uniprot:O95382	O95382	MAP3K6	uniprot_direct
19908	uniprot:O95393	O95393	BMP10	uniprot_direct
19909	uniprot:O95398	O95398	RAPGEF3	uniprot_direct
19910	uniprot:O95453	O95453	PARN	uniprot_direct
19911	uniprot:O95470	O95470	SGPL1	uniprot_direct
19912	uniprot:O95479	O95479	H6PD	uniprot_direct
19913	uniprot:O95497	O95497	VNN1	uniprot_direct
19914	uniprot:O95544	O95544	NADK	uniprot_direct
19915	uniprot:O95551	O95551	TDP2	uniprot_direct
19916	uniprot:O95573	O95573	ACSL3	uniprot_direct
19917	uniprot:O95602	O95602	POLR1A	uniprot_direct
19918	uniprot:O95619	O95619	YEATS4	uniprot_direct
19919	uniprot:O95622	O95622	ADCY5	uniprot_direct
19920	uniprot:O95718	O95718	ESRRB	uniprot_direct
19921	uniprot:O95749	O95749	GGPS1	uniprot_direct
19922	uniprot:O95819	O95819	MAP4K4	uniprot_direct
19923	uniprot:O95630	O95630	STAMBP	uniprot_direct
19924	uniprot:O95665	O95665	NTSR2	uniprot_direct
19925	uniprot:O95696	O95696	BRD1	uniprot_direct
19926	uniprot:O95822	O95822	MLYCD	uniprot_direct
19927	uniprot:O95870	O95870	ABHD16A	uniprot_direct
19928	uniprot:O95931	O95931	CBX7	uniprot_direct
19929	uniprot:O95932	O95932	TGM6	uniprot_direct
19930	uniprot:O95977	O95977	S1PR4	uniprot_direct
19931	uniprot:O96013	O96013	PAK4	uniprot_direct
19932	uniprot:O96017	O96017	CHEK2	uniprot_direct
19933	uniprot:O96028	O96028	NSD2	uniprot_direct
19934	uniprot:O96214	O96214	pk7	uniprot_direct
19935	uniprot:O96394	O96394		uniprot_direct
19936	uniprot:O96526	O96526	CRK3	uniprot_direct
19937	uniprot:O96935	O96935	M1AAP	uniprot_direct
19938	uniprot:O97972	O97972	INMT	uniprot_direct
19939	uniprot:P00156	P00156	MT-CYB	uniprot_direct
19940	uniprot:P00166	P00166	petD	uniprot_direct
19941	uniprot:P00176	P00176	Cyp2b1	uniprot_direct
19942	uniprot:P00183	P00183	camC	uniprot_direct
19943	uniprot:P00185	P00185	Cyp1a1	uniprot_direct
19944	uniprot:P00186	P00186	Cyp1a2	uniprot_direct
19945	uniprot:P00189	P00189	CYP11A1	uniprot_direct
19946	uniprot:P00325	P00325	ADH1B	uniprot_direct
19947	uniprot:P00338	P00338	LDHA	uniprot_direct
19948	uniprot:O97578	O97578	CTSC	uniprot_direct
19949	uniprot:P00342	P00342	Ldhc	uniprot_direct
19950	uniprot:P00346	P00346	MDH2	uniprot_direct
19951	uniprot:P00352	P00352	ALDH1A1	uniprot_direct
19952	uniprot:P00371	P00371	DAO	uniprot_direct
